,用户的id,用户的姓名,保密,女,男,"用户的签名（0,1）",用户的等级,有没有佩戴粉丝牌,vip,关注数,粉丝数,收藏夹总视频数,收藏夹id,视频数量,视频的时长,视频的bv_id,视频的id,视频的收藏数,视频的播放数,视频的弹幕数,点赞数,投币数,分享数,视频的up主的粉丝数,这个视频的第几个tag,标签的id,标签的名字,标签的订阅数,这个标签下的视频投稿数,这个标签下的精选视频数,大Tag
31380,10024199.0,_芸豆,0.0,1.0,0.0,0.0,0.836650855,0.0,1.0,0.152338614,-0.082648606,-0.369375704,901705599.0,81.0,9156.0,BV1tW411m7L8,32813620.0,0.155475015,-0.160357346,0.077735947,-0.220972353,-0.200378003,0.156122473,0.012832134,1.0,11687.0,综艺,0.010241669,0.870102943,0.186513225,综艺
31522,10024204.0,Saratogaづ,0.0,1.0,0.0,1.0,0.836650855,0.0,0.0,-0.682624985,-0.082669556,-0.373249035,973398604.0,125.0,41.0,BV11f4y1e7dz,288273777.0,-0.297957169,-0.294381173,-0.162187526,-0.305949407,-0.242218539,-0.297952065,-0.211077392,1.0,11687.0,综艺,0.010241669,0.870102943,0.186513225,综艺
31611,10024240.0,他们都叫我夜店小王子,0.0,0.0,1.0,1.0,-0.731780643,0.0,0.0,-0.412107184,-0.082641623,-0.418115115,48302840.0,305.0,16316.0,BV15741167gV,85664170.0,0.20663469,0.562021131,0.248411184,-0.005870824,0.097155193,0.20619686,1.007373561,0.0,1213072.0,山泥若,-0.68639156,-0.509447212,-0.387235356,游戏
31642,10024262.0,开始要馊了,1.0,0.0,0.0,0.0,0.836650855,0.0,1.0,-0.664417056,-0.082725421,-0.48751229,741153262.0,62.0,289265.0,BV1zN411f7P1,502951295.0,-0.02890568,-0.240474143,-0.157105895,-0.264789331,-0.218510839,-0.027483611,-0.202095918,2.0,4346.0,脱口秀,-0.438141892,-0.470856392,-0.360004243,综艺
31682,10024272.0,池鱼鱼鱼鱼_,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,0.037888775,-0.082739387,-0.289004092,71586572.0,705.0,178.0,BV1zU4y1M7Dy,676673014.0,0.345230397,1.009485728,0.015772361,1.914109485,0.44139296,0.345292379,0.043433409,1.0,33467.0,逆水寒,-0.680870897,-0.504516501,-0.388731571,游戏
31696,10024283.0,二丶六,0.0,0.0,1.0,0.0,0.836650855,1.0,1.0,1.143370175,-0.082508943,-0.505587833,1299648183.0,17.0,797.0,BV1N64y1e72a,762349350.0,-0.249902126,-0.209599002,-0.152876098,-0.268772692,-0.213660216,-0.250036441,-0.152873768,1.0,17683.0,单机游戏,0.590482172,3.648051925,0.851032182,游戏
31709,10024296.0,MK小明,0.0,0.0,1.0,0.0,-0.731780643,1.0,0.0,-0.063555401,-0.082739387,-0.506233388,55741096.0,32.0,595.0,BV1Dv411E71J,249459972.0,0.016595552,-0.150641765,-0.115865377,-0.201055545,-0.166611408,0.017026955,-0.137909745,1.0,4344.0,健身,0.263800017,-0.046887522,-0.231279879,运动
31729,10024345.0,辣茶不辣,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,-0.799675957,-0.082704472,-0.488480622,70996045.0,1.0,1238.0,BV1U44y1e7WY,976644545.0,-0.293812094,-0.292612726,-0.157752114,-0.304726515,-0.239858051,-0.293807019,-0.21485665,1.0,11687.0,综艺,0.010240155,0.870102943,0.186513225,综艺
31752,10024351.0,绅士与绿豆糕共存,1.0,0.0,0.0,0.0,-0.731780643,1.0,0.0,-0.734647639,-0.082732404,-0.412950674,51123451.0,321.0,261.0,BV1rJ411K7VE,67342879.0,0.312848742,0.363889025,0.042722629,0.280931214,0.06139023,0.311909454,0.181139145,0.0,610.0,皮卡丘,-0.673256136,-0.500556489,-0.38534015,游戏
31769,10024353.0,梦蝶飞舞,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.318466406,-0.081391637,-0.425538999,56133653.0,282.0,4213.0,BV17Q4y1B79u,720932774.0,-0.160068072,-0.271111024,-0.158280839,-0.28529966,-0.214885166,-0.161015309,-0.19805655,0.0,372799.0,考研,-0.143030179,-0.4114562,-0.347984649,知识
31774,10024538.0,Chuibun,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,-0.406904918,-0.082515926,-0.397457351,71229938.0,369.0,246.0,BV1aY411s7gx,252019874.0,0.203140587,0.162964485,-0.081630459,0.121596748,-0.108493343,0.200633039,0.410648705,0.0,206115.0,舞力全开,-0.679056921,-0.507734012,-0.390726524,游戏
31797,10024589.0,我唾弃你的坟墓_,0.0,1.0,0.0,1.0,0.836650855,1.0,1.0,-0.864704274,-0.082690505,-0.455234534,713057389.0,4.0,5037.0,BV1Q4411n7oA,54434202.0,-0.293895552,-0.256782519,-0.074727666,-0.305292152,-0.241530063,-0.293890476,-0.208659892,3.0,11687.0,综艺,0.010240155,0.872825452,0.186513225,综艺
31851,10024807.0,iG不要大爹Rookie了,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,-0.724243108,-0.082194701,-0.45975342,70731607.0,141.0,112.0,BV1XR4y1t7Ct,336760168.0,-0.29302759,-0.21383746,-0.15882425,-0.240889161,-0.241150061,-0.29302252,-0.186183256,1.0,372799.0,考研,-0.143015037,-0.4112087,-0.347984649,知识
31892,10024854.0,霧雨艾拉,1.0,0.0,0.0,1.0,0.836650855,0.0,1.0,0.050894438,-0.076000638,-0.226385246,155214754.0,35.0,246.0,BV1nr4y1w7NW,755082978.0,2.149923424,0.453703311,0.026831517,1.328555324,1.134339114,2.147970301,0.578955716,0.0,8859.0,考试,-0.253108816,-0.146630344,-0.209086023,知识
32039,10024869.0,bopo19,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,0.238175993,-0.082711455,-0.430057885,47097469.0,102.0,481.0,BV1Hx41177X4,16250639.0,-0.301239845,-0.260806707,-0.157120582,-0.31111981,-0.242357128,-0.30123472,-0.214994356,4.0,11687.0,综艺,0.010244697,0.872825452,0.186762594,综艺
32125,10024903.0,是艾萨克不是以撒嘞,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.747653303,-0.082718438,-0.351300161,1347103203.0,18.0,197389.0,BV1ex411x7Em,14184325.0,3.688936662,2.132689501,2.699549041,0.276947852,0.329627451,3.689148647,0.655458902,0.0,28784.0,编程,-0.027650433,-0.395368648,-0.36140071,知识
32212,10024915.0,SimonGRui,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.105173524,-0.082697488,-0.415210117,70806915.0,211.0,677.0,BV1Xy4y1M77y,803939418.0,-0.175702514,-0.107499105,0.088883224,0.025996069,0.146332017,-0.177706771,-0.01776914,0.0,73139.0,武装突袭3,-0.680292484,-0.507981513,-0.394866053,游戏
32245,10024918.0,MIO睿先生,0.0,0.0,1.0,1.0,-0.731780643,1.0,1.0,-0.667018189,-0.082676539,-0.479120073,60465218.0,116.0,68.0,BV1cS4y1R7Ky,721838984.0,-0.308767745,-0.27564629,-0.161467873,-0.301862478,-0.242129126,-0.308762569,-0.199051092,0.0,23612.0,詹姆斯,-0.654238162,-0.498576482,-0.386586996,运动
32258,10024999.0,郭江月同学,1.0,0.0,0.0,0.0,-0.731780643,0.0,1.0,0.066501234,-0.082746371,-0.456202867,70998399.0,136.0,181.0,BV14w411Z7iq,333497665.0,-0.29924242,-0.295789588,-0.160204809,-0.299420677,-0.240260407,-0.299237308,-0.21269926,0.0,11687.0,综艺,0.010244697,0.872825452,0.186762594,综艺
32304,10025051.0,打呵欠的baby,0.0,0.0,1.0,0.0,-2.300212141,0.0,0.0,-0.630602331,-0.082683522,-0.50332839,1204388651.0,8.0,2219.0,BV1ra4y1Y7sh,668630181.0,-0.308595265,-0.294399063,-0.160527918,-0.310689607,-0.242321363,-0.308590091,-0.2160501,1.0,11687.0,综艺,0.010244697,0.872825452,0.186762594,综艺
32325,10025067.0,是林林桑不是林林醬,1.0,0.0,0.0,1.0,-0.731780643,1.0,0.0,1.367067587,-0.082543859,-0.080812568,720640967.0,29.0,34978.0,BV1yW411B7ai,18040246.0,2.192581525,3.508441252,8.701160685,0.754951248,0.070331471,2.192480867,0.762563364,5.0,11687.0,综艺,0.010244697,0.872825452,0.186762594,综艺
32447,10025097.0,Isabel酱,1.0,0.0,0.0,1.0,-0.731780643,0.0,1.0,0.99510561,-0.082669556,0.568938655,71006097.0,733.0,64.0,BV1ZW411A7Uj,24523429.0,-0.298791747,-0.255317183,-0.151877396,-0.296233988,-0.240108406,-0.298786638,-0.01776914,1.0,11687.0,综艺,0.010244697,0.872825452,0.186762594,综艺
32763,10025123.0,还不能叫null了,1.0,0.0,0.0,1.0,-0.731780643,1.0,0.0,-0.747653303,-0.082732404,-0.456202867,70858323.0,187.0,46010.0,BV1v64y1y79w,760241345.0,-0.05427131,-0.147721866,0.360163002,-0.18910546,-0.059316519,-0.055302715,-0.01776914,0.0,20002.0,TRPG,-0.678678379,-0.507981513,-0.390826272,游戏
32793,10025149.0,哎幼,1.0,0.0,0.0,0.0,-2.300212141,0.0,0.0,-0.289853946,-0.082753354,-0.421020113,1215349649.0,19.0,1083.0,BV1kt411d7Ht,34107674.0,11.95629017,6.883937498,4.179992598,1.941993016,1.040456086,11.95698628,9.040208163,0.0,22269.0,瑜伽,-0.452985299,-0.479518921,-0.383943683,运动
32815,10025151.0,日沉之夕晖,1.0,0.0,0.0,1.0,-0.731780643,0.0,1.0,-0.823086151,-0.081936324,-0.478474518,497140651.0,35.0,11301.0,BV17x411Q76B,9539428.0,-0.305952433,-0.297315913,-0.115953497,-0.3120798,-0.241615005,-0.305947276,-0.214718944,2.0,1833.0,搞笑,3.291432692,2.9290621,4.52448939,搞笑
32816,10025198.0,秋葉繁華,1.0,0.0,0.0,1.0,-0.731780643,1.0,1.0,-0.817883886,-0.082739387,-0.497518394,71300698.0,22.0,142.0,BV1ZE411f75q,70751971.0,1.256857426,1.290871647,-0.048673292,1.069636818,0.937631818,1.257758981,0.012832134,1.0,25483.0,GMV,-0.630205258,-0.418138722,-0.316663882,游戏
32848,10025202.0,揪yang姐呆毛,0.0,1.0,0.0,1.0,-0.731780643,1.0,1.0,-0.601989871,-0.082690505,-0.197335266,48610602.0,256.0,62.0,BV1UJ411M7cx,68837508.0,-0.115968933,0.023670284,-0.137645893,-0.013837548,-0.216145881,-0.116504743,-0.107920496,0.0,4346.0,脱口秀,-0.43812675,-0.470856392,-0.360004243,综艺
32934,10025222.0,Somefish,0.0,0.0,1.0,1.0,-2.300212141,0.0,1.0,-0.167600709,-0.082739387,-0.427798442,912267022.0,8.0,8744.0,BV1Xg4y187KB,837800174.0,3.784523745,0.476404645,0.531925062,0.898352267,0.199979461,3.7837336,0.349446156,1.0,360005.0,英语学习,0.189090875,-0.400318664,-0.352273799,知识
33151,10025257.0,风中追风Fzzl,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,0.724587809,-0.082732404,-0.41876067,1221155057.0,4.0,990066.0,BV1Mb411C7Vi,42414430.0,0.452395868,0.293096063,1.282258699,-0.173172013,-0.180023269,0.451004973,0.058734046,0.0,31864.0,公开课,0.507189201,0.180565714,-0.052232816,知识
33161,10025259.0,夹心木酱Official,1.0,0.0,0.0,0.0,0.836650855,1.0,1.0,0.659559491,-0.082662573,-0.435222326,719242159.0,14.0,22131.0,BV1eW411n7wH,19377766.0,1.307254853,0.691164908,1.653247124,0.173380449,-0.014610316,1.307833368,0.808465276,0.0,11687.0,综艺,0.010246211,0.872825452,0.186762594,综艺
33306,10025281.0,栗栗皆辛苦--,1.0,0.0,0.0,1.0,0.836650855,1.0,0.0,-0.516152492,-0.082746371,-0.495904506,71004881.0,64.0,142.0,BV14Y411x7Jk,251711452.0,2.571780713,1.358370041,0.151566462,4.216492511,1.541165565,2.570820677,0.83906655,0.0,386.0,翻唱,-0.095400451,0.076862878,-0.16260361,音乐
33311,10025289.0,人类冷得很,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.68782725,-0.082683522,-0.462981195,828590789.0,50.0,129.0,BV15U4y1p7Kp,671985393.0,-0.300939397,-0.293143321,-0.160483858,-0.304475563,-0.241588181,-0.300934273,-0.213632599,1.0,11687.0,综艺,0.010244697,0.872825452,0.186762594,综艺
33326,10025312.0,沉睡的预言家,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,-0.050549737,-0.082739387,-0.516239492,1409781812.0,1.0,211756.0,BV1fp4y1z7oF,970625777.0,-0.249657316,-0.249036645,-0.056765716,-0.297683931,-0.236044612,-0.250036441,-0.201376788,0.0,8859.0,考试,-0.253120929,-0.147372847,-0.20918577,知识
33327,10025314.0,Er_rOr,0.0,0.0,1.0,0.0,0.836650855,0.0,1.0,0.305805443,-0.082599724,-0.353882381,59039114.0,504.0,310.0,BV1kv411u7gn,251310463.0,-0.038063791,0.03811182,0.220609082,0.356615085,0.387745516,-0.038611253,-0.083026359,1.0,526392.0,PS5,-0.648198139,-0.499071484,-0.379056047,游戏
33342,10025345.0,乐竹だいへんたい,0.0,0.0,1.0,1.0,-0.731780643,1.0,0.0,2.017350764,-0.049611274,-0.325155179,105515345.0,92.0,6770.0,BV1GV411x7kk,418822912.0,-0.307860836,-0.303361036,-0.162540009,-0.311350845,-0.241789359,-0.307855666,-0.215988897,2.0,31864.0,公开课,0.50714529,0.179575711,-0.052482185,知识
33444,10025387.0,殷夙九,1.0,0.0,0.0,0.0,0.836650855,1.0,0.0,0.469676804,-0.082669556,0.534401456,1210681887.0,20.0,272.0,BV16M4y1K7Eq,931750239.0,4.182678998,0.39095547,0.264111367,1.161254135,0.852690032,4.184328694,0.028132772,1.0,28784.0,编程,-0.027658004,-0.395616149,-0.36140071,知识
33503,10025515.0,爱你世界爱你所爱,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,0.807824056,-0.082571792,0.162238933,97670515.0,92.0,211.0,BV1E7411f7WH,96565008.0,0.973523514,0.908633237,0.253992166,1.519756683,0.593394052,0.974004123,1.267484396,4.0,11687.0,综艺,0.010241669,0.870102943,0.186513225,综艺
33903,10025526.0,吃发椒的汪酱,1.0,0.0,0.0,1.0,-2.300212141,0.0,0.0,-0.815282753,-0.082746371,-0.509783941,55702626.0,21.0,116243.0,BV1C341167S2,419470182.0,-0.181644714,-0.247686779,-0.01927033,-0.252839246,-0.19790575,-0.183270592,-0.192624824,0.0,1599.0,红白机,-0.685090888,-0.503526498,-0.390626777,游戏
33933,10025554.0,你的咕咕啊,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.490141165,-0.08210392,-0.466854526,48713754.0,139.0,60536.0,BV1AW411R7K5,29414485.0,-0.307743995,-0.296647688,-0.160513231,-0.31162968,-0.241512181,-0.307738826,-0.215285068,0.0,46929.0,斯诺克,-0.678504249,-0.505754005,-0.392671604,运动
33972,10025626.0,策安_,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,0.188754471,-0.082648606,-0.017548166,115194026.0,2.0,95.0,BV1ub411A7Ez,35332973.0,-0.307654973,-0.294902417,-0.161555994,-0.311243294,-0.24222748,-0.307649805,-0.212393247,2.0,11687.0,综艺,0.010240155,0.870102943,0.186513225,综艺
34006,10025627.0,Devil丶苍白,0.0,0.0,1.0,1.0,0.836650855,1.0,0.0,-0.659214791,-0.082613691,-0.460721753,473611827.0,173.0,271.0,BV1dS4y197kY,721795417.0,2.105267899,1.62735752,0.094655134,2.380162796,2.927057873,2.103459735,1.864209252,5.0,9222.0,英雄联盟,1.756880555,0.301593605,0.330848099,游戏
34052,10025656.0,我背了个锅,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.594186473,-0.082739387,-0.495904506,71448556.0,41.0,57225.0,BV1DU4y1u7fF,676415837.0,-0.162493914,-0.229607923,-0.14544458,-0.264789331,-0.224237704,-0.161015309,-0.048370415,0.0,31864.0,公开课,0.507157403,0.179575711,-0.052482185,知识
34109,10025822.0,随心lz,1.0,0.0,0.0,0.0,-0.731780643,0.0,1.0,-0.300258477,-0.082753354,-0.356464602,71404922.0,496.0,299.0,BV1RF411B7hT,294669524.0,0.378023777,0.176407446,-0.079045583,0.264997767,0.030095888,0.378675303,-0.110337996,3.0,28784.0,编程,-0.027651947,-0.395616149,-0.36140071,知识
34119,10025832.0,喵喵叫的不是鱼,1.0,0.0,0.0,0.0,0.836650855,1.0,1.0,-0.672220454,-0.082725421,-0.346781275,135381432.0,12.0,177.0,BV1kW411777W,19868694.0,-0.252133233,-0.234043169,-0.146575464,-0.290717032,-0.225476066,-0.250036441,-0.11882985,0.0,105286.0,国家宝藏,-0.434907625,-0.505754005,-0.377709454,综艺
34271,10025834.0,神眷之樱Sakura,0.0,1.0,0.0,1.0,-0.731780643,0.0,0.0,-0.760658966,-0.082662573,-0.502682835,71380934.0,43.0,316.0,BV1JE411i7JA,74725710.0,-0.039860917,-0.048450385,-0.128554767,-0.133338397,-0.200677535,-0.038611253,-0.048370415,0.0,105286.0,国家宝藏,-0.434907625,-0.505754005,-0.377709454,综艺
34281,10025853.0,枫铃绘羽-,1.0,0.0,0.0,1.0,0.836650855,1.0,0.0,1.377472118,-0.082578775,-0.060800359,1197770853.0,9.0,1313.0,BV11W411y746,33341112.0,-0.293951191,-0.261559298,-0.140744806,-0.303913909,-0.240108406,-0.293946114,-0.132187306,3.0,81265.0,日本综艺,-0.46259725,-0.482983932,-0.371525098,综艺
34428,10025861.0,小森林的春夏,0.0,1.0,0.0,1.0,-2.300212141,0.0,0.0,-0.183207505,-0.082725421,-0.430057885,799019961.0,5.0,617.0,BV1H7411C7Bs,99414741.0,-0.208134243,-0.196644352,-0.028684565,-0.097488142,-0.077199001,-0.205525875,0.058734046,0.0,4346.0,脱口秀,-0.438138863,-0.470856392,-0.360004243,综艺
34590,10025876.0,sdfjlkwahfei,1.0,0.0,0.0,1.0,0.836650855,0.0,1.0,-0.412107184,-0.081957273,-0.483638959,71826176.0,102.0,654.0,BV1TK4y1V7Wu,888359896.0,2.162764809,0.709125854,0.000997446,0.571716613,0.714100801,2.164661763,0.410648705,1.0,1011490.0,马甲线,-0.591963383,-0.505506505,-0.388532076,运动
34612,10025883.0,哈里路球球哈呀呀_,0.0,1.0,0.0,1.0,0.836650855,0.0,0.0,-0.52395589,-0.082697488,-0.508492831,1154931783.0,5.0,601.0,BV1Eb4y1z7uK,632073587.0,-0.040333845,-0.043409326,-0.062992917,0.097696578,-0.171082028,-0.038611253,0.089335321,0.0,372423.0,许昕,-0.666796688,-0.506249007,-0.37401879,运动
34629,10026003.0,朽夫人,0.0,1.0,0.0,1.0,-0.731780643,0.0,0.0,-0.536961554,-0.082641623,-0.26415022,130766403.0,35.0,3099.0,BV1Rx411x7fV,14253624.0,-0.266398965,-0.26302748,-0.120623898,-0.309367131,-0.238329099,-0.266394074,-0.137879143,0.0,11687.0,综艺,0.010244697,0.872825452,0.186513225,综艺
34767,10026018.0,青草阳光的味道,0.0,0.0,1.0,1.0,-0.731780643,1.0,0.0,-0.862103142,-0.082390229,-0.498163949,71048018.0,36.0,1016.0,BV11D4y127tj,711788557.0,0.095307453,0.492614831,0.284849121,0.989969585,0.682806459,0.094920445,0.181139145,0.0,16230013.0,黑神话悟空,-0.562431013,-0.510135759,-0.381200622,游戏
34808,10026069.0,该出动小号了,1.0,0.0,0.0,0.0,-0.731780643,0.0,0.0,-0.856900876,-0.082753354,-0.493967841,70848669.0,61.0,217.0,BV1gW411W7hh,20964737.0,-0.291514221,-0.242794327,-0.151671781,-0.29047803,-0.239334989,-0.291509161,-0.200168038,1.0,11687.0,综艺,0.010244697,0.872825452,0.186762594,综艺
34831,10026113.0,初音家的风香,1.0,0.0,0.0,1.0,-0.731780643,1.0,1.0,-0.30285961,-0.0822366,-0.422634001,70877813.0,111.0,2320.0,BV1fJ411S7ey,75596162.0,1.44489914,3.618376066,3.236204506,2.806382491,2.444230876,1.446928887,1.573497143,1.0,17683.0,单机游戏,0.590488229,3.654239445,0.851481047,游戏
34896,10026147.0,诶蒙G,1.0,0.0,0.0,0.0,-0.731780643,1.0,1.0,-0.490141165,-0.082732404,-0.44522843,443115047.0,168.0,402.0,BV1vV41167Wb,413765593.0,-0.28408647,-0.221730925,-0.121784155,-0.220972353,-0.229419153,-0.28408146,-0.167057459,0.0,72303.0,游泳,-0.632135824,-0.497091477,-0.378258066,运动
34908,10026158.0,那美女归零,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.612394402,-0.08263464,-0.464595083,48667558.0,136.0,902.0,BV1As411A7nd,27795961.0,-0.268446465,-0.257559506,-0.091676226,-0.256822607,-0.162140787,-0.26844156,-0.200428149,0.0,1404375.0,王者荣耀,0.890439229,0.233778386,0.078685997,游戏
34923,10026306.0,LoahDeat,0.0,0.0,1.0,1.0,0.836650855,1.0,0.0,-0.625400066,-0.082648606,-0.503651168,1286509306.0,4.0,25564.0,BV1cx411X7mp,9675253.0,1.360445337,0.569671661,0.30473504,-0.069604611,-0.045904658,1.357907755,0.303544244,0.0,335752.0,PS教程,-0.033567809,-0.486201442,-0.388133085,知识
34958,10026334.0,鸡汁养羊,1.0,0.0,0.0,0.0,-2.300212141,0.0,0.0,-0.864704274,-0.082753354,-0.496227284,71381434.0,63.0,61835.0,BV19t411x7rE,39989457.0,0.02159746,-0.209545536,-0.124427778,-0.283662498,-0.232892825,0.022590775,-0.172932904,0.0,2739.0,演讲,0.020478972,-0.457243848,-0.361450584,知识
34972,10026482.0,猫猫的十六珑,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.258640354,-0.081643031,-0.418115115,1304617482.0,34.0,638.0,BV1WU4y1876F,672889393.0,-0.023881516,-0.179581962,-0.119610509,-0.224955714,-0.153199547,-0.02191979,-0.123205832,2.0,4344.0,健身,0.263818187,-0.046145019,-0.231230005,运动
35091,10026515.0,运势学家艇仔粥,0.0,1.0,0.0,1.0,-0.731780643,1.0,1.0,1.247415483,-0.082536876,-0.461367308,109492515.0,24.0,108.0,BV1Kh411U7aK,205514951.0,-0.310236604,-0.2840179,-0.159015178,-0.308909044,-0.242491247,-0.310231418,-0.214795447,0.0,3658400.0,怪物猎人世界,-0.615378506,-0.475558908,-0.381449991,游戏
35096,10026525.0,os28k,0.0,0.0,1.0,0.0,-0.731780643,0.0,1.0,0.844239913,-0.082704472,-0.382286806,57511025.0,150.0,2187.0,BV1tf4y1s7NN,290131832.0,0.346270838,-0.09177052,-0.032429698,-0.037737717,0.039037128,0.345292379,0.058734046,3.0,8859.0,考试,-0.253101245,-0.146630344,-0.209086023,知识
35139,10026588.0,Emmm白菜,1.0,0.0,0.0,1.0,-0.731780643,0.0,0.0,-0.383494724,-0.082739387,-0.483961737,71183988.0,101.0,142.0,BV1Jq4y1u7Wm,549210307.0,-0.060953503,-0.174111344,-0.158236778,-0.157238567,-0.153199547,-0.060866536,-0.166430133,1.0,28784.0,编程,-0.02764589,-0.395368648,-0.36140071,知识
35149,10026600.0,安奕枫,0.0,1.0,0.0,1.0,-0.731780643,0.0,1.0,-0.425112847,-0.082676539,-0.333224617,60570800.0,478.0,182.0,BV1a3411t7xg,421841699.0,-0.199627104,-0.199059678,-0.155637216,-0.232922438,-0.228860325,-0.199962054,-0.141995015,1.0,11687.0,综艺,0.010238641,0.870102943,0.186513225,综艺
35187,10026645.0,微甜砂子,1.0,0.0,0.0,1.0,-0.731780643,1.0,1.0,-0.604591004,-0.082341347,-0.222189138,87459445.0,13.0,225.0,BV1et411Q7Vx,37463796.0,-0.116909225,-0.05437272,-0.032341577,-0.216988991,-0.207410289,-0.116504743,-0.01776914,1.0,11687.0,综艺,0.010238641,0.870102943,0.186513225,综艺
35286,10026650.0,猫喜欢吉良吉影qaq,0.0,1.0,0.0,0.0,0.836650855,1.0,1.0,-0.297657345,-0.082725421,-0.283194096,54376650.0,682.0,377.0,BV16i4y1V7wW,542903620.0,0.710870462,3.360515022,0.490361434,2.360245988,0.95998492,0.712504548,4.144004215,0.0,4346.0,脱口秀,-0.438143406,-0.470856392,-0.360004243,综艺
35347,10026680.0,小型扳手机器人,1.0,0.0,0.0,1.0,-3.868643638,0.0,0.0,-0.888114469,-0.082746371,-0.514625605,71684780.0,6.0,7661.0,BV1Ls411f7KC,622801.0,-0.26708332,-0.283244167,0.025274717,-0.309163979,-0.238709102,-0.267078424,-0.191737387,2.0,11559.0,音乐剧,-0.489080081,-0.48248893,-0.385639393,音乐
35349,10026683.0,我哪有非法字符,0.0,1.0,0.0,1.0,-2.300212141,0.0,0.0,-0.763260099,-0.082753354,-0.511720607,71019283.0,15.0,214.0,BV1WW411A7WY,24415137.0,-0.257107322,-0.214512597,-0.156591857,-0.302133346,-0.241476416,-0.257102493,-0.073050343,3.0,123465.0,KPOP,-0.604691495,-0.348095996,-0.293023685,音乐
35364,10026759.0,机智的沙翎yu,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,0.056096703,-0.082585758,-0.509138386,179564859.0,23.0,135.0,BV18W411F7aa,24929650.0,-0.302786598,-0.299505176,-0.159867012,-0.30837129,-0.240439232,-0.302781462,-0.215239166,0.0,214370.0,乐正龙牙,-0.616871478,-0.509449192,-0.394217693,音乐
35368,10026852.0,米戳Meechoo,0.0,1.0,0.0,1.0,-0.731780643,1.0,0.0,-0.64881026,-0.082627657,-0.27996632,1228937452.0,23.0,314.0,BV1kK411P7z5,499744693.0,-0.144756335,0.193027674,-0.10169262,-0.169188651,-0.19790575,-0.144323847,-0.063671052,0.0,11687.0,综艺,0.010241669,0.870102943,0.186513225,综艺
35632,10026861.0,小法晒太阳,0.0,1.0,0.0,1.0,0.836650855,1.0,0.0,-0.617596667,-0.080546675,-0.356787379,209788961.0,425.0,1551.0,BV1xu411Z7gc,506035906.0,0.979977589,2.077788367,1.198499911,5.821787251,3.40094363,0.979567944,1.650000329,0.0,780447.0,周淑怡,-0.597838362,-0.497091477,-0.341501051,游戏
35646,10026881.0,蘇小菊,1.0,0.0,0.0,0.0,-0.731780643,1.0,0.0,-0.170201842,-0.080826001,-0.505587833,71006381.0,34.0,597.0,BV13b411z78t,45347634.0,-0.292087298,-0.258465583,-0.14233098,-0.277898574,-0.201549306,-0.292082234,-0.197750537,0.0,9734740.0,APEX英雄,-0.624089526,-0.456006344,-0.358657649,游戏
35660,10026897.0,在这浩瀚星河你是什么,1.0,0.0,0.0,1.0,0.836650855,1.0,1.0,-0.138988249,-0.082641623,-0.012383726,1008775497.0,2.0,9246.0,BV17i4y1V7TY,541289833.0,0.684720329,1.300932217,1.95802748,0.946152607,0.378804275,0.684685444,0.502452529,0.0,11687.0,综艺,0.010240155,0.870102943,0.186513225,综艺
35840,10026907.0,白糖糕z,0.0,0.0,1.0,1.0,0.836650855,1.0,0.0,0.789616127,-0.082732404,-0.217993029,70733507.0,925.0,2055.0,BV1d3411C71v,421146153.0,-0.310787426,-0.304092485,-0.162730937,-0.312139551,-0.242303481,-0.310782236,-0.215682884,0.0,4346.0,脱口秀,-0.438140377,-0.470856392,-0.360004243,综艺
35871,10026911.0,-AiTyan-,0.0,0.0,1.0,1.0,0.836650855,1.0,1.0,-0.789271426,-0.080616507,-0.50332839,45782611.0,41.0,927.0,BV1h3411y7Et,420763412.0,0.096130904,-0.027066797,-0.034427102,-0.061637887,-0.032492797,0.094920445,0.012832134,1.0,372799.0,考研,-0.143031693,-0.4114562,-0.347984649,知识
35891,10026921.0,思衬,0.0,0.0,1.0,1.0,-0.731780643,0.0,1.0,-0.768462364,-0.080644439,-0.507524498,70697021.0,28.0,1551.0,BV1yf4y1u7xw,379010763.0,-0.303259525,-0.295625937,-0.162070032,-0.309243647,-0.241494298,-0.303254387,-0.195470742,0.0,9222.0,英雄联盟,1.756879041,0.301593605,0.330848099,游戏
